customer_id,name,email,phone,gender,age,city,registration_date,account_age_days,total_orders,total_spend,avg_order_value,purchase_frequency,last_purchase_days,last_purchase_date,app_sessions_monthly,email_open_rate,wishlist_items,cart_abandonment_rate,reviews_written,avg_rating_given,referrals_made,support_tickets,returns_count,returns_rate,preferred_category,preferred_payment,engagement_score,sentiment_score,brand_interaction,nps_score,reward_preference,behavior_type
SK000678,Karthik Verma,karthik.verma70@yahoo.com,+91-8254762126,M,36,Kolkata,2025-08-11,237,29,224924,7756,9,1,2026-04-04,16,0.58,11,0.22,11,4.0,2,0,0,0.02,Footwear,Credit Card,79,95,100,9,Free Shipping,loyal
SK000679,Navya Iyer,navya.iyer16@outlook.com,+91-7952238194,F,44,Kochi,2025-12-28,98,24,181224,7551,12,4,2026-04-01,21,0.45,20,0.36,13,4.8,4,1,0,0.04,Accessories,COD,95,89,100,9,Exclusive Collections,loyal
SK000680,Angel Tiwari,angel.tiwari43@outlook.com,+91-7959876778,F,48,Coimbatore,2024-04-18,717,10,33830,3383,5,26,2026-03-10,9,0.32,2,0.33,4,4.8,1,0,1,0.12,Accessories,COD,67,70,54,8,Early Access,regular
SK000681,Deepak Tiwari,deepak.tiwari56@hotmail.com,+91-7039930983,M,46,Noida,2025-05-15,325,6,10980,1830,4,25,2026-03-11,10,0.32,5,0.35,4,4.0,0,2,0,0.12,Ethnic Wear,UPI,65,59,55,9,Early Access,regular
SK000682,Isha Verma,isha.verma24@outlook.com,+91-9795173561,F,18,Pune,2025-04-11,359,6,14142,2357,4,35,2026-03-01,8,0.28,10,0.43,2,4.9,0,1,0,0.12,Western Wear,Wallet,68,61,56,8,Free Shipping,regular
SK000683,Nikhil Shah,nikhil.shah22@gmail.com,+91-7299894791,M,36,Mumbai,2025-09-14,203,2,4300,2150,0,165,2025-10-22,0,0.04,0,0.56,0,,0,1,0,0.15,Footwear,UPI,18,55,0,2,Free Shipping,dormant
SK000684,Ishaan Mehta,ishaan.mehta5@hotmail.com,+91-7558121246,M,24,Nagpur,2025-04-17,353,7,16891,2413,5,24,2026-03-12,10,0.28,4,0.4,2,4.5,0,1,0,0.09,Accessories,Wallet,68,62,42,9,Cashback,regular
SK000685,Aanya Bansal,aanya.bansal82@outlook.com,+91-9624417206,F,41,Ahmedabad,2024-09-10,572,12,38316,3193,7,17,2026-03-19,9,0.43,5,0.29,5,4.9,0,1,1,0.11,Accessories,Wallet,64,57,58,7,Cashback,regular
SK000686,Neha Mittal,neha.mittal22@outlook.com,+91-9860567010,F,43,Kolkata,2024-10-08,544,3,4956,1652,0,160,2025-10-27,0,0.04,0,0.21,1,4.7,0,3,0,0.14,Sportswear,UPI,5,34,5,3,Discount,dormant
SK000687,Prisha Agarwal,prisha.agarwal94@outlook.com,+91-9138976148,F,35,Bhopal,2025-10-25,162,36,218484,6069,9,4,2026-04-01,17,0.56,14,0.49,6,3.5,3,1,2,0.07,Western Wear,COD,84,77,100,10,Exclusive Collections,loyal
SK000688,Rudra Shah,rudra.shah99@yahoo.com,+91-8003797785,M,26,Pune,2024-05-31,674,2,3630,1815,4,32,2026-03-04,3,0.25,3,0.44,2,4.9,0,0,0,0.09,Ethnic Wear,COD,54,61,25,8,Free Shipping,occasional
SK000689,Myra Joshi,myra.joshi87@gmail.com,+91-7672561379,F,20,Surat,2025-10-19,168,14,52514,3751,6,30,2026-03-06,14,0.32,4,0.35,1,4.1,0,0,0,0.06,Accessories,Debit Card,57,59,45,9,Cashback,regular
SK000690,Pooja Agarwal,pooja.agarwal17@gmail.com,+91-9753151447,F,24,Mumbai,2026-02-18,46,13,21073,1621,6,14,2026-03-22,11,0.35,7,0.65,5,3.6,0,0,0,0.08,Footwear,Wallet,68,80,68,8,Free Shipping,regular
SK000691,Vivaan Pandey,vivaan.pandey75@gmail.com,+91-8800497386,M,24,Kolkata,2024-06-02,672,36,96768,2688,13,10,2026-03-26,24,0.51,16,0.67,3,3.9,2,2,1,0.03,Footwear,Wallet,79,55,100,10,Early Access,loyal
SK000692,Aditya Iyer,aditya.iyer11@hotmail.com,+91-9672229056,M,32,Lucknow,2024-04-29,706,2,3174,1587,2,42,2026-02-22,7,0.19,4,0.68,1,4.3,0,2,0,0.09,Accessories,Credit Card,36,48,31,6,Cashback,occasional
SK000693,Navya Joshi,navya.joshi74@gmail.com,+91-7809567983,F,42,Vadodara,2024-12-16,475,12,34068,2839,4,34,2026-03-02,11,0.41,4,0.4,4,3.8,0,3,1,0.11,Sportswear,Credit Card,74,56,54,8,Early Access,regular
SK000694,Kavita Rao,kavita.rao48@hotmail.com,+91-9444126875,F,33,Kolkata,2025-03-25,376,5,6800,1360,3,31,2026-03-05,7,0.24,3,0.42,2,4.6,0,0,0,0.13,Footwear,COD,41,66,33,7,Free Shipping,occasional
SK000695,Meera Patel,meera.patel93@gmail.com,+91-8163628003,F,20,Bangalore,2025-02-03,426,12,28728,2394,4,26,2026-03-10,9,0.36,10,0.32,2,3.9,1,1,1,0.1,Western Wear,Credit Card,73,51,68,7,Exclusive Collections,regular
SK000696,Advik Reddy,advik.reddy73@hotmail.com,+91-8701697727,M,19,Vadodara,2026-01-18,77,3,7419,2473,2,41,2026-02-23,3,0.18,0,0.38,1,4.2,0,0,0,0.14,Ethnic Wear,Debit Card,40,49,11,7,Free Shipping,occasional
SK000697,Isha Jain,isha.jain32@yahoo.com,+91-8370496016,F,38,Coimbatore,2024-04-22,713,3,5967,1989,0,155,2025-11-01,1,0.03,2,0.48,1,5.0,0,2,0,0.18,Ethnic Wear,Credit Card,5,31,13,5,Free Shipping,dormant
SK000698,Ishaan Bansal,ishaan.bansal27@outlook.com,+91-7121566742,M,51,Bangalore,2024-08-05,608,7,8827,1261,2,48,2026-02-16,5,0.29,4,0.28,0,,0,2,0,0.11,Accessories,UPI,39,50,22,6,Gift Card,occasional
SK000699,Laksh Chopra,laksh.chopra29@yahoo.com,+91-7240716362,M,32,Jaipur,2024-11-09,512,15,42525,2835,4,26,2026-03-10,13,0.37,3,0.54,5,4.5,1,2,1,0.1,Ethnic Wear,Wallet,63,69,70,8,Early Access,regular
SK000700,Amit Nair,amit.nair25@outlook.com,+91-8641191631,M,25,Delhi,2025-01-04,456,1,2091,2091,0,144,2025-11-12,2,0.0,2,0.25,0,,0,1,0,0.14,Accessories,COD,19,57,10,3,Gift Card,dormant
SK000701,Shruti Rao,shruti.rao42@gmail.com,+91-8927787344,F,22,Nagpur,2025-12-03,123,18,109710,6095,8,10,2026-03-26,27,0.7,8,0.56,12,3.8,3,2,0,0.04,Footwear,Credit Card,94,95,100,10,Early Access,loyal
SK000702,Veer Bansal,veer.bansal88@hotmail.com,+91-8635257640,M,38,Nagpur,2024-12-30,461,7,23625,3375,5,26,2026-03-10,10,0.29,9,0.61,1,4.8,0,1,0,0.07,Sportswear,Credit Card,66,48,52,7,Early Access,regular
SK000703,Pari Rao,pari.rao12@gmail.com,+91-8360922827,F,47,Chandigarh,2025-02-08,421,38,186656,4912,8,14,2026-03-22,26,0.48,15,0.24,11,4.1,1,2,1,0.03,Ethnic Wear,Debit Card,86,76,100,9,Early Access,loyal
SK000704,Divya Singh,divya.singh14@yahoo.com,+91-9027018091,F,28,Pune,2025-12-15,111,10,38830,3883,5,26,2026-03-10,14,0.43,6,0.69,4,4.4,0,0,0,0.07,Western Wear,Wallet,61,69,66,9,Early Access,regular
SK000705,Ahana Pillai,ahana.pillai25@outlook.com,+91-7912541707,F,26,Delhi,2024-09-04,578,3,6639,2213,2,41,2026-02-23,6,0.2,0,0.5,1,3.9,0,1,0,0.1,Western Wear,Credit Card,38,44,17,6,Discount,occasional
SK000706,Ahana Mittal,ahana.mittal39@outlook.com,+91-8110760665,F,18,Pune,2025-11-05,151,28,116788,4171,14,7,2026-03-29,18,0.51,15,0.34,6,4.5,5,2,1,0.07,Sportswear,Debit Card,94,61,100,9,Free Shipping,loyal
SK000707,Megha Mehta,megha.mehta83@hotmail.com,+91-9303042072,F,32,Chandigarh,2024-12-03,488,2,3232,1616,1,160,2025-10-27,2,0.08,0,0.68,0,,0,1,0,0.17,Western Wear,Credit Card,9,45,4,1,Gift Card,dormant
SK000708,Dhruv Kumar,dhruv.kumar82@hotmail.com,+91-7012482905,M,39,Surat,2026-02-22,42,5,9050,1810,4,35,2026-03-01,4,0.21,0,0.51,0,,0,0,0,0.14,Western Wear,Debit Card,42,49,8,8,Cashback,occasional
SK000709,Rohan Saxena,rohan.saxena22@yahoo.com,+91-8052727849,M,24,Kochi,2024-10-21,531,7,20237,2891,7,11,2026-03-25,8,0.41,5,0.24,1,3.7,0,0,0,0.05,Accessories,Debit Card,73,61,36,8,Free Shipping,regular
SK000710,Neha Jain,neha.jain9@outlook.com,+91-8198346187,F,34,Kolkata,2025-12-25,101,4,6872,1718,3,59,2026-02-05,5,0.25,0,0.66,0,,0,0,0,0.12,Ethnic Wear,Wallet,52,57,10,6,Discount,occasional
SK000711,Anjali Verma,anjali.verma19@hotmail.com,+91-8746631638,F,37,Bhopal,2026-02-07,57,33,240735,7295,8,1,2026-04-04,18,0.66,10,0.57,7,3.7,2,0,2,0.07,Footwear,COD,77,92,100,10,Cashback,loyal
SK000712,Komal Goel,komal.goel96@hotmail.com,+91-7984717090,F,37,Coimbatore,2024-12-01,490,8,18360,2295,2,51,2026-02-13,7,0.22,2,0.61,1,5.0,0,0,1,0.14,Footwear,COD,44,54,25,6,Free Shipping,occasional
SK000713,Deepak Sharma,deepak.sharma23@yahoo.com,+91-8100580183,M,21,Chennai,2025-04-16,354,24,139080,5795,8,4,2026-04-01,23,0.57,15,0.21,13,3.8,2,2,0,0.02,Western Wear,Credit Card,75,86,100,8,Early Access,loyal
SK000714,Anika Kapoor,anika.kapoor19@hotmail.com,+91-8978628597,F,23,Kolkata,2026-01-07,88,14,44772,3198,5,14,2026-03-22,14,0.25,8,0.66,5,4.4,1,1,0,0.05,Accessories,UPI,65,73,87,9,Early Access,regular
SK000715,Aarav Kumar,aarav.kumar50@outlook.com,+91-8841912344,M,32,Chennai,2025-07-18,261,27,127980,4740,11,1,2026-04-04,25,0.69,11,0.34,8,3.7,3,2,1,0.07,Western Wear,UPI,82,76,100,10,Early Access,loyal
SK000716,Neha Reddy,neha.reddy91@yahoo.com,+91-9383598974,F,39,Delhi,2025-04-21,349,6,12678,2113,7,31,2026-03-05,15,0.33,9,0.7,2,3.6,2,2,0,0.07,Footwear,Wallet,73,58,87,6,Exclusive Collections,regular
SK000717,Aarav Tiwari,aarav.tiwari7@yahoo.com,+91-8487267820,M,53,Coimbatore,2024-07-01,643,12,29232,2436,6,19,2026-03-17,14,0.28,7,0.25,4,4.2,0,1,0,0.07,Western Wear,COD,64,59,69,7,Cashback,regular
SK000718,Angel Agarwal,angel.agarwal29@outlook.com,+91-8812512841,F,20,Ahmedabad,2024-09-22,560,6,17328,2888,4,25,2026-03-11,13,0.41,3,0.26,2,3.6,0,0,0,0.06,Western Wear,UPI,73,63,45,6,Cashback,regular
SK000719,Rudra Bhatia,rudra.bhatia84@gmail.com,+91-9569724797,M,34,Vadodara,2026-01-27,68,7,22372,3196,1,45,2026-02-19,4,0.13,1,0.26,1,4.5,0,4,1,0.17,Footwear,Debit Card,25,33,16,5,Discount,at_risk
SK000720,Divya Gupta,divya.gupta40@hotmail.com,+91-7043522946,F,31,Mumbai,2025-04-09,361,3,9633,3211,3,52,2026-02-12,4,0.13,3,0.45,2,4.0,0,3,0,0.23,Ethnic Wear,UPI,38,21,27,4,Discount,at_risk
SK000721,Kavita Rao,kavita.rao69@gmail.com,+91-9448211398,F,27,Hyderabad,2024-08-29,584,10,21520,2152,5,27,2026-03-09,12,0.44,5,0.54,1,4.3,1,1,0,0.07,Ethnic Wear,COD,65,59,54,7,Cashback,regular
SK000722,Veer Shah,veer.shah98@gmail.com,+91-9976268636,M,43,Delhi,2024-04-29,706,3,4122,1374,3,81,2026-01-14,4,0.17,0,0.25,2,4.0,0,4,0,0.17,Sportswear,Wallet,40,18,18,6,Gift Card,at_risk
SK000723,Atharva Malhotra,atharva.malhotra56@hotmail.com,+91-9265099619,M,37,Surat,2025-11-23,133,10,15770,1577,3,70,2026-01-25,1,0.17,3,0.51,1,3.6,0,2,2,0.24,Accessories,COD,21,33,16,5,Free Shipping,at_risk
SK000724,Harsh Singh,harsh.singh48@hotmail.com,+91-8843762274,M,37,Coimbatore,2025-11-20,136,8,28928,3616,4,22,2026-03-14,12,0.43,4,0.31,3,4.6,0,3,0,0.07,Footwear,Wallet,70,44,51,9,Cashback,regular
SK000725,Kabir Malhotra,kabir.malhotra72@gmail.com,+91-7748277779,M,20,Vadodara,2024-06-14,660,36,218340,6065,10,9,2026-03-27,25,0.45,14,0.33,3,4.4,3,0,0,0.02,Sportswear,COD,92,75,100,9,Early Access,loyal
SK000726,Suresh Tiwari,suresh.tiwari19@outlook.com,+91-7574339288,M,28,Vadodara,2025-12-17,109,7,18494,2642,4,33,2026-03-03,6,0.28,5,0.58,1,4.9,0,1,0,0.09,Ethnic Wear,Debit Card,49,61,32,8,Gift Card,occasional
SK000727,Prisha Pandey,prisha.pandey74@gmail.com,+91-7506578510,F,32,Pune,2025-06-03,306,10,30970,3097,6,27,2026-03-09,12,0.3,6,0.35,1,3.6,2,3,0,0.09,Accessories,Debit Card,60,36,67,8,Free Shipping,regular
SK000728,Aarush Mittal,aarush.mittal67@yahoo.com,+91-7472917058,M,33,Pune,2025-10-04,183,2,4304,2152,3,40,2026-02-24,7,0.21,2,0.28,0,,0,0,0,0.11,Footwear,Credit Card,39,64,20,5,Gift Card,occasional
SK000729,Simran Goel,simran.goel44@outlook.com,+91-7394736958,F,56,Chandigarh,2024-07-24,620,40,209280,5232,12,3,2026-04-02,17,0.69,19,0.52,11,4.5,4,0,2,0.07,Ethnic Wear,COD,81,95,100,9,Free Shipping,loyal
SK000730,Rohan Reddy,rohan.reddy82@yahoo.com,+91-8098725303,M,28,Kochi,2026-02-07,57,7,11326,1618,4,42,2026-02-22,6,0.24,2,0.23,1,4.6,0,2,0,0.1,Ethnic Wear,Debit Card,47,49,23,5,Free Shipping,occasional
SK000731,Aarav Kapoor,aarav.kapoor57@outlook.com,+91-9028578365,M,18,Vadodara,2024-06-06,668,32,196480,6140,8,2,2026-04-03,19,0.59,12,0.55,9,3.6,1,2,0,0.02,Ethnic Wear,Credit Card,81,85,100,9,Exclusive Collections,loyal
SK000732,Shruti Jain,shruti.jain55@hotmail.com,+91-8762581763,F,32,Vadodara,2026-01-13,82,16,124432,7777,12,11,2026-03-25,15,0.55,9,0.41,9,4.2,3,2,0,0.06,Sportswear,Credit Card,84,83,100,8,Free Shipping,loyal
SK000733,Riya Bansal,riya.bansal71@hotmail.com,+91-8050997102,F,37,Chandigarh,2026-01-28,67,13,47268,3636,7,20,2026-03-16,9,0.31,3,0.65,3,4.3,2,2,1,0.11,Ethnic Wear,Wallet,60,57,62,6,Cashback,regular
SK000734,Vivaan Patel,vivaan.patel17@gmail.com,+91-9817685518,M,32,Chennai,2024-12-18,473,8,14872,1859,6,23,2026-03-13,14,0.4,7,0.4,2,4.6,2,0,0,0.07,Footwear,Wallet,65,67,79,8,Cashback,regular
SK000735,Divya Kumar,divya.kumar23@hotmail.com,+91-9061380105,F,18,Nagpur,2024-05-26,679,10,22120,2212,4,15,2026-03-21,8,0.3,4,0.35,2,4.6,2,3,0,0.1,Accessories,Debit Card,68,52,58,9,Cashback,regular
SK000736,Sneha Singh,sneha.singh38@yahoo.com,+91-9104550267,F,34,Vadodara,2025-10-06,181,32,172384,5387,12,2,2026-04-03,16,0.45,18,0.64,3,3.8,1,2,1,0.05,Western Wear,Debit Card,76,51,100,8,Free Shipping,loyal
SK000737,Kavita Kapoor,kavita.kapoor25@outlook.com,+91-9911361220,F,37,Kochi,2026-01-05,90,4,10096,2524,3,58,2026-02-06,5,0.18,0,0.6,2,4.4,0,1,0,0.12,Footwear,UPI,46,64,20,5,Cashback,occasional
SK000738,Advaith Shah,advaith.shah45@hotmail.com,+91-8634058912,M,19,Nagpur,2024-09-20,562,5,8495,1699,3,36,2026-02-28,5,0.24,5,0.45,1,4.9,0,2,0,0.12,Footwear,Debit Card,51,44,30,5,Discount,occasional
SK000739,Iraa Kapoor,iraa.kapoor3@yahoo.com,+91-8634246901,F,25,Pune,2025-03-26,375,29,144101,4969,10,8,2026-03-28,29,0.43,16,0.38,10,4.8,2,0,1,0.04,Accessories,Debit Card,91,93,100,10,Cashback,loyal
SK000740,Deepak Joshi,deepak.joshi83@hotmail.com,+91-7135970846,M,31,Bhopal,2025-06-04,305,3,2577,859,0,160,2025-10-27,2,0.04,1,0.48,1,4.3,0,1,0,0.14,Western Wear,Credit Card,7,60,12,4,Discount,dormant
SK000741,Sai Chopra,sai.chopra49@gmail.com,+91-7055520077,M,26,Nagpur,2026-02-09,55,15,113700,7580,14,11,2026-03-25,21,0.62,13,0.35,6,4.3,4,2,0,0.03,Accessories,COD,75,64,100,9,Cashback,loyal
SK000742,Pooja Iyer,pooja.iyer30@yahoo.com,+91-7671058226,F,27,Chennai,2025-12-05,121,14,72394,5171,8,14,2026-03-22,22,0.57,15,0.43,11,4.6,4,2,0,0.06,Accessories,COD,91,90,100,9,Cashback,loyal
SK000743,Jyoti Verma,jyoti.verma92@outlook.com,+91-7582095120,F,35,Lucknow,2024-07-19,625,10,39910,3991,7,19,2026-03-17,14,0.29,4,0.47,5,3.7,0,3,0,0.09,Sportswear,Wallet,57,59,65,8,Exclusive Collections,regular
SK000744,Simran Mittal,simran.mittal21@yahoo.com,+91-7726549574,F,25,Lucknow,2024-11-29,492,31,152861,4931,10,7,2026-03-29,21,0.44,7,0.27,4,3.7,1,0,1,0.06,Ethnic Wear,Wallet,75,81,93,8,Cashback,loyal
SK000745,Suresh Khanna,suresh.khanna88@gmail.com,+91-8993541585,M,18,Lucknow,2025-01-11,449,7,27097,3871,6,18,2026-03-18,15,0.29,5,0.28,1,4.1,1,0,0,0.07,Sportswear,UPI,59,61,60,6,Early Access,regular
SK000746,Arjun Kumar,arjun.kumar7@yahoo.com,+91-8276148379,M,41,Kochi,2025-10-12,175,7,17297,2471,3,56,2026-02-08,5,0.28,1,0.66,2,4.5,0,2,0,0.12,Footwear,COD,45,54,23,8,Free Shipping,occasional
SK000747,Aditya Kumar,aditya.kumar74@hotmail.com,+91-7223848825,M,21,Vadodara,2024-08-27,586,6,16134,2689,4,21,2026-03-15,15,0.32,7,0.49,3,3.7,1,0,0,0.09,Sportswear,COD,56,61,76,7,Free Shipping,regular
SK000748,Tanvi Bhatia,tanvi.bhatia21@yahoo.com,+91-7969142279,F,29,Chandigarh,2026-01-15,80,8,23368,2921,3,76,2026-01-19,4,0.15,3,0.67,0,,0,2,1,0.22,Sportswear,COD,37,27,17,4,Free Shipping,at_risk
SK000749,Sara Desai,sara.desai38@hotmail.com,+91-9766284800,F,26,Bhopal,2025-02-21,408,15,30225,2015,6,22,2026-03-14,8,0.25,8,0.27,4,3.6,0,2,1,0.08,Ethnic Wear,Wallet,65,67,60,7,Exclusive Collections,regular
SK000750,Neha Bhatia,neha.bhatia54@outlook.com,+91-8413314767,F,20,Hyderabad,2025-10-13,174,14,24850,1775,6,26,2026-03-10,10,0.43,10,0.2,2,3.8,0,3,1,0.09,Sportswear,Credit Card,58,50,60,9,Free Shipping,regular
SK000751,Riya Sharma,riya.sharma59@hotmail.com,+91-8819747348,F,40,Hyderabad,2025-12-18,108,4,9008,2252,3,42,2026-02-22,5,0.22,0,0.44,2,4.0,0,1,0,0.14,Footwear,COD,52,51,20,6,Gift Card,occasional
SK000752,Ananya Kulkarni,ananya.kulkarni45@yahoo.com,+91-8805235535,F,39,Delhi,2025-05-07,333,16,78800,4925,11,15,2026-03-21,27,0.46,5,0.46,15,4.0,4,0,0,0.03,Sportswear,UPI,83,95,100,10,Cashback,loyal
SK000753,Advik Menon,advik.menon40@yahoo.com,+91-9748347379,M,28,Vadodara,2024-05-08,697,13,51233,3941,6,32,2026-03-04,14,0.37,10,0.62,1,4.1,0,2,1,0.1,Footwear,Wallet,66,36,63,6,Cashback,regular
SK000754,Aditya Desai,aditya.desai12@gmail.com,+91-8414016324,M,31,Mumbai,2024-12-25,466,12,46860,3905,4,19,2026-03-17,10,0.35,2,0.35,2,4.7,1,2,1,0.09,Sportswear,Credit Card,72,41,46,8,Free Shipping,regular
SK000755,Vikram Malhotra,vikram.malhotra78@gmail.com,+91-9893731974,M,33,Delhi,2025-08-18,230,4,7740,1935,4,46,2026-02-18,7,0.16,1,0.61,2,3.6,0,0,0,0.14,Ethnic Wear,Debit Card,46,69,27,8,Gift Card,occasional
SK000756,Angel Rao,angel.rao89@gmail.com,+91-8604034539,F,20,Lucknow,2025-01-06,454,7,16366,2338,4,24,2026-03-12,12,0.33,7,0.32,5,4.9,2,0,0,0.08,Ethnic Wear,Debit Card,62,75,90,8,Exclusive Collections,regular
SK000757,Deepak Kumar,deepak.kumar6@gmail.com,+91-7856149580,M,22,Kochi,2025-08-15,233,29,125773,4337,8,15,2026-03-21,26,0.59,5,0.44,4,3.7,4,1,0,0.03,Western Wear,UPI,75,76,100,9,Cashback,loyal
SK000758,Saanvi Singh,saanvi.singh2@yahoo.com,+91-9171560440,F,31,Kochi,2024-05-18,687,13,28106,2162,6,33,2026-03-03,9,0.32,6,0.44,3,3.6,2,2,1,0.09,Sportswear,Credit Card,74,47,71,9,Cashback,regular
SK000759,Kabir Kulkarni,kabir.kulkarni37@yahoo.com,+91-7814897244,M,20,Kochi,2024-04-12,723,6,13188,2198,4,35,2026-03-01,11,0.29,6,0.42,5,3.8,1,3,0,0.12,Accessories,Wallet,61,45,75,8,Early Access,regular
SK000760,Aditya Patel,aditya.patel8@gmail.com,+91-9365713523,M,31,Kolkata,2025-11-27,129,10,34150,3415,4,18,2026-03-18,15,0.33,2,0.5,1,3.7,0,2,0,0.09,Accessories,UPI,64,41,41,8,Free Shipping,regular
SK000761,Anika Kapoor,anika.kapoor23@yahoo.com,+91-9213528135,F,18,Ahmedabad,2024-07-02,642,7,11529,1647,3,35,2026-03-01,5,0.29,0,0.62,1,4.7,0,0,1,0.14,Accessories,COD,36,63,15,5,Free Shipping,occasional
SK000762,Pallavi Reddy,pallavi.reddy78@outlook.com,+91-8494468210,F,27,Pune,2025-06-13,296,8,30024,3753,4,29,2026-03-07,9,0.29,5,0.68,5,3.6,2,3,0,0.09,Footwear,Wallet,74,49,78,9,Exclusive Collections,regular
SK000763,Anika Mehta,anika.mehta63@yahoo.com,+91-7559145097,F,34,Bhopal,2025-06-15,294,12,30144,2512,7,12,2026-03-24,13,0.32,3,0.28,5,3.8,2,0,0,0.06,Footwear,UPI,60,78,80,7,Early Access,regular
SK000764,Tanish Verma,tanish.verma3@hotmail.com,+91-7798880051,M,34,Jaipur,2025-02-23,406,3,4422,1474,0,160,2025-10-27,1,0.01,2,0.44,0,,0,3,0,0.2,Western Wear,COD,12,23,8,5,Free Shipping,dormant
SK000765,Pallavi Pandey,pallavi.pandey77@outlook.com,+91-7684882212,F,43,Lucknow,2025-01-30,430,6,14868,2478,4,39,2026-02-25,8,0.19,3,0.31,2,4.0,0,1,0,0.08,Accessories,COD,40,63,35,6,Discount,occasional
SK000766,Simran Shah,simran.shah57@outlook.com,+91-8371592952,F,20,Indore,2025-10-12,175,10,15980,1598,4,10,2026-03-26,11,0.3,3,0.4,1,4.0,0,0,0,0.09,Accessories,UPI,55,59,36,8,Early Access,regular
SK000767,Ananya Mittal,ananya.mittal90@outlook.com,+91-9085940465,F,31,Mumbai,2025-10-22,165,10,25950,2595,4,10,2026-03-26,8,0.37,7,0.69,2,4.0,0,3,1,0.1,Sportswear,Wallet,71,46,47,6,Exclusive Collections,regular
SK000768,Navya Malhotra,navya.malhotra88@outlook.com,+91-7403652175,F,41,Chennai,2024-09-12,570,3,4047,1349,4,56,2026-02-08,7,0.16,3,0.52,0,,0,0,0,0.12,Ethnic Wear,UPI,54,57,23,8,Discount,occasional
SK000769,Isha Iyer,isha.iyer78@outlook.com,+91-8986984264,F,34,Chandigarh,2025-06-14,295,6,10854,1809,3,45,2026-02-19,7,0.24,0,0.41,0,,0,0,0,0.11,Footwear,Debit Card,39,60,14,6,Discount,occasional
SK000770,Aditya Khanna,aditya.khanna67@hotmail.com,+91-8152493508,M,39,Lucknow,2025-09-25,192,5,10265,2053,3,52,2026-02-12,5,0.29,1,0.26,0,,0,0,0,0.09,Ethnic Wear,COD,50,65,13,8,Free Shipping,occasional
SK000771,Aryan Reddy,aryan.reddy90@hotmail.com,+91-8702147736,M,20,Chennai,2026-01-22,73,15,104055,6937,9,11,2026-03-25,29,0.4,20,0.63,15,3.5,3,2,0,0.05,Footwear,Credit Card,77,95,100,8,Exclusive Collections,loyal
SK000772,Rajesh Verma,rajesh.verma68@gmail.com,+91-8833156630,M,32,Jaipur,2025-03-01,400,3,4083,1361,2,42,2026-02-22,5,0.16,4,0.44,2,4.4,0,2,0,0.11,Western Wear,Debit Card,50,56,32,8,Free Shipping,occasional
SK000773,Sara Menon,sara.menon91@hotmail.com,+91-9861528885,F,29,Kochi,2025-09-01,216,9,30969,3441,5,18,2026-03-18,12,0.37,2,0.36,1,4.1,0,2,0,0.08,Footwear,COD,69,42,35,8,Free Shipping,regular
SK000774,Shruti Mittal,shruti.mittal32@outlook.com,+91-8197340904,F,32,Delhi,2024-11-20,501,35,259035,7401,8,1,2026-04-04,27,0.43,14,0.68,8,4.6,5,0,2,0.07,Accessories,COD,82,81,100,9,Cashback,loyal
SK000775,Arnav Bhatia,arnav.bhatia78@hotmail.com,+91-9036091080,M,23,Gurgaon,2025-06-30,279,8,14424,1803,3,60,2026-02-04,3,0.19,0,0.39,1,3.8,0,1,0,0.08,Footwear,Debit Card,50,47,11,8,Free Shipping,occasional
SK000776,Tanish Patel,tanish.patel82@yahoo.com,+91-8142822040,M,44,Noida,2025-06-07,302,9,18729,2081,4,18,2026-03-18,9,0.26,8,0.46,1,4.5,2,0,0,0.1,Sportswear,Debit Card,56,60,67,6,Cashback,regular
SK000777,Ishaan Saxena,ishaan.saxena40@gmail.com,+91-9103227569,M,38,Hyderabad,2025-04-07,363,15,36120,2408,7,18,2026-03-18,10,0.37,3,0.57,4,3.8,1,0,1,0.09,Accessories,UPI,64,63,59,7,Early Access,regular
SK000778,Diya Reddy,diya.reddy90@gmail.com,+91-8009554539,F,43,Mumbai,2025-03-16,385,22,65274,2967,14,13,2026-03-23,25,0.63,20,0.38,12,3.6,3,0,1,0.08,Accessories,Wallet,95,95,100,9,Early Access,loyal
SK000779,Arjun Patel,arjun.patel49@gmail.com,+91-7375328187,M,34,Nagpur,2025-06-28,281,30,130740,4358,14,8,2026-03-28,30,0.67,20,0.61,14,4.7,5,1,1,0.03,Footwear,UPI,88,95,100,9,Cashback,loyal
SK000780,Arjun Rao,arjun.rao9@hotmail.com,+91-8820317464,M,24,Noida,2025-06-24,285,7,19432,2776,2,42,2026-02-22,5,0.23,1,0.56,2,4.4,0,1,0,0.12,Footwear,COD,46,57,23,5,Discount,occasional
SK000781,Amit Bansal,amit.bansal84@gmail.com,+91-9176581316,M,38,Surat,2025-06-03,306,15,51270,3418,6,29,2026-03-07,13,0.25,5,0.53,4,3.9,1,2,1,0.09,Sportswear,Wallet,67,52,71,9,Exclusive Collections,regular
SK000782,Ahana Rao,ahana.rao15@yahoo.com,+91-8556244675,F,45,Indore,2024-10-31,521,6,22572,3762,4,21,2026-03-15,15,0.45,8,0.23,2,4.0,1,0,0,0.07,Ethnic Wear,Debit Card,72,64,74,8,Cashback,regular
